epoch,train_loss,val_loss,val_acc
1,0.5216360682586454,0.4315562525197216,0.8355978260869565
2,0.3648217723195283,0.43811571217425493,0.8233695652173914
3,0.2518632007622213,0.475195350125432,0.8125
